Found 2102 Java files to convert
[1841/2102] ✓ Converted: DescriptorUtil.java → converted/include/se/krka/kahlua/integration/processor/DescriptorUtil.h
[1842/2102] ✓ Converted: MethodParameterInformation.java → converted/include/se/krka/kahlua/integration/processor/MethodParameterInformation.h
[1843/2102] ✓ Converted: ClassParameterInformation.java → converted/include/se/krka/kahlua/integration/processor/ClassParameterInformation.h
[1844/2102] ✓ Converted: LuaJavaInvoker.java → converted/include/se/krka/kahlua/integration/expose/LuaJavaInvoker.h
[1845/2102] ✓ Converted: MultiLuaJavaInvoker.java → converted/include/se/krka/kahlua/integration/expose/MultiLuaJavaInvoker.h
[1846/2102] ✓ Converted: MethodParameter.java → converted/include/se/krka/kahlua/integration/expose/MethodParameter.h
[1847/2102] ✓ Converted: IterableExposer.java → converted/include/se/krka/kahlua/integration/expose/IterableExposer.h
[1848/2102] ✓ Converted: LuaJavaClassExposer.java → converted/include/se/krka/kahlua/integration/expose/LuaJavaClassExposer.h
[1849/2102] ✓ Converted: TypeUtil.java → converted/include/se/krka/kahlua/integration/expose/TypeUtil.h
[1850/2102] ✓ Converted: MethodArguments.java → converted/include/se/krka/kahlua/integration/expose/MethodArguments.h
[1851/2102] ✓ Converted: ClassDebugInformation.java → converted/include/se/krka/kahlua/integration/expose/ClassDebugInformation.h
[1852/2102] ✓ Converted: AnnotationUtil.java → converted/include/se/krka/kahlua/integration/expose/AnnotationUtil.h
[1853/2102] ✓ Converted: MethodDebugInformation.java → converted/include/se/krka/kahlua/integration/expose/MethodDebugInformation.h
[1854/2102] ✓ Converted: ReturnValues.java → converted/include/se/krka/kahlua/integration/expose/ReturnValues.h
[1855/2102] ✓ Converted: LuaConstructor.java → converted/include/se/krka/kahlua/integration/annotations/LuaConstructor.h
[1856/2102] ✓ Converted: LuaMethod.java → converted/include/se/krka/kahlua/integration/annotations/LuaMethod.h
[1857/2102] ✓ Converted: Desc.java → converted/include/se/krka/kahlua/integration/annotations/Desc.h
[1858/2102] ✓ Converted: DokuWikiPrinter.java → converted/include/se/krka/kahlua/integration/doc/DokuWikiPrinter.h
[1859/2102] ✓ Converted: ApiDocumentationExporter.java → converted/include/se/krka/kahlua/integration/doc/ApiDocumentationExporter.h
[1860/2102] ✓ Converted: ApiInformation.java → converted/include/se/krka/kahlua/integration/doc/ApiInformation.h
[1861/2102] ✓ Converted: ConstructorCaller.java → converted/include/se/krka/kahlua/integration/expose/caller/ConstructorCaller.h
[1862/2102] ✓ Converted: MethodCaller.java → converted/include/se/krka/kahlua/integration/expose/caller/MethodCaller.h
[1863/2102] ✓ Converted: AbstractCaller.java → converted/include/se/krka/kahlua/integration/expose/caller/AbstractCaller.h
[1864/2102] ✓ Converted: Caller.java → converted/include/se/krka/kahlua/integration/expose/caller/Caller.h
[1865/2102] ✓ Converted: LuaCompiler.java → converted/include/se/krka/kahlua/luaj/compiler/LuaCompiler.h
[1866/2102] ✓ Converted: SearchNode2D.java → converted/include/astar/tests/SearchNode2D.h
[1867/2102] ✓ Converted: GoalNodeCity.java → converted/include/astar/tests/GoalNodeCity.h
[1868/2102] ✓ Converted: DatastructuresTest.java → converted/include/astar/tests/DatastructuresTest.h
[1869/2102] ✓ Converted: SearchNodeCity.java → converted/include/astar/tests/SearchNodeCity.h
[1870/2102] ✓ Converted: GoalNode2D.java → converted/include/astar/tests/GoalNode2D.h
[1871/2102] ✓ Converted: AStarTest.java → converted/include/astar/tests/AStarTest.h
[1872/2102] ✓ Converted: IOpenSet.java → converted/include/astar/datastructures/IOpenSet.h
[1873/2102] ✓ Converted: ClosedSet.java → converted/include/astar/datastructures/ClosedSet.h
[1874/2102] ✓ Converted: ClosedSetHash.java → converted/include/astar/datastructures/ClosedSetHash.h
[1875/2102] ✓ Converted: HashPriorityQueue.java → converted/include/astar/datastructures/HashPriorityQueue.h
[1876/2102] ✓ Converted: OpenSet.java → converted/include/astar/datastructures/OpenSet.h
[1877/2102] ✓ Converted: IClosedSet.java → converted/include/astar/datastructures/IClosedSet.h
[1878/2102] ✓ Converted: OpenSetHash.java → converted/include/astar/datastructures/OpenSetHash.h
[1879/2102] ✓ Converted: FMODSoundEmitter.java → converted/include/fmod/fmod/FMODSoundEmitter.h
[1880/2102] ✓ Converted: DummySoundListener.java → converted/include/fmod/fmod/DummySoundListener.h
[1881/2102] ✓ Converted: FMODManager.java → converted/include/fmod/fmod/FMODManager.h
[1882/2102] ✓ Converted: IFMODListener.java → converted/include/fmod/fmod/IFMODListener.h
[1883/2102] ✓ Converted: SoundListener.java → converted/include/fmod/fmod/SoundListener.h
[1884/2102] ✓ Converted: FMODVoice.java → converted/include/fmod/fmod/FMODVoice.h
[1885/2102] ✓ Converted: FMOD_STUDIO_EVENT_CALLBACK_TYPE.java → converted/include/fmod/fmod/FMOD_STUDIO_EVENT_CALLBACK_TYPE.h
[1886/2102] ✓ Converted: FMOD_STUDIO_PLAYBACK_STATE.java → converted/include/fmod/fmod/FMOD_STUDIO_PLAYBACK_STATE.h
[1887/2102] ✓ Converted: FMOD_STUDIO_PARAMETER_DESCRIPTION.java → converted/include/fmod/fmod/FMOD_STUDIO_PARAMETER_DESCRIPTION.h
[1888/2102] ✓ Converted: FMOD_STUDIO_PARAMETER_ID.java → converted/include/fmod/fmod/FMOD_STUDIO_PARAMETER_ID.h
[1889/2102] ✓ Converted: FMODFootstep.java → converted/include/fmod/fmod/FMODFootstep.h
[1890/2102] ✓ Converted: EmitterType.java → converted/include/fmod/fmod/EmitterType.h
[1891/2102] ✓ Converted: FMODSoundBank.java → converted/include/fmod/fmod/FMODSoundBank.h
[1892/2102] ✓ Converted: IFMODParameterUpdater.java → converted/include/fmod/fmod/IFMODParameterUpdater.h
[1893/2102] ✓ Converted: FMOD_STUDIO_EVENT_DESCRIPTION.java → converted/include/fmod/fmod/FMOD_STUDIO_EVENT_DESCRIPTION.h
[1894/2102] ✓ Converted: FMOD_STUDIO_PARAMETER_FLAGS.java → converted/include/fmod/fmod/FMOD_STUDIO_PARAMETER_FLAGS.h
[1895/2102] ✓ Converted: FMOD_STUDIO_EVENT_CALLBACK.java → converted/include/fmod/fmod/FMOD_STUDIO_EVENT_CALLBACK.h
[1896/2102] ✓ Converted: BaseSoundListener.java → converted/include/fmod/fmod/BaseSoundListener.h
[1897/2102] ✓ Converted: Audio.java → converted/include/fmod/fmod/Audio.h
[1898/2102] ✓ Converted: FMOD_GUID.java → converted/include/fmod/fmod/FMOD_GUID.h
[1899/2102] ✓ Converted: FMODAudio.java → converted/include/fmod/fmod/FMODAudio.h
[1900/2102] ✓ Converted: BufferUtils.java → converted/include/org/lwjglx/BufferUtils.h
[1901/2102] ✓ Converted: Sys.java → converted/include/org/lwjglx/Sys.h
[1902/2102] ✓ Converted: LWJGLException.java → converted/include/org/lwjglx/LWJGLException.h
[1903/2102] ✓ Converted: LWJGLUtil.java → converted/include/org/lwjglx/LWJGLUtil.h
[1904/2102] ✓ Converted: Vector4f.java → converted/include/org/joml/Vector4f.h
[1905/2102] ✓ Converted: Math.java → converted/include/org/joml/Math.h
[1906/2102] ✓ Converted: Matrix4x3d.java → converted/include/org/joml/Matrix4x3d.h
[1907/2102] ✓ Converted: Vector2fc.java → converted/include/org/joml/Vector2fc.h
[1908/2102] ✓ Converted: AxisAngle4f.java → converted/include/org/joml/AxisAngle4f.h
[1909/2102] ✓ Converted: Vector3i.java → converted/include/org/joml/Vector3i.h
[1910/2102] ✓ Converted: Matrix4fc.java → converted/include/org/joml/Matrix4fc.h
[1911/2102] ✓ Converted: Quaterniondc.java → converted/include/org/joml/Quaterniondc.h
[1912/2102] ✓ Converted: Vector3f.java → converted/include/org/joml/Vector3f.h
[1913/2102] ✓ Converted: Matrix4dStack.java → converted/include/org/joml/Matrix4dStack.h
[1914/2102] ✓ Converted: Vector4d.java → converted/include/org/joml/Vector4d.h
[1915/2102] ✓ Converted: Matrix3x2f.java → converted/include/org/joml/Matrix3x2f.h
[1916/2102] ✓ Converted: Vector2i.java → converted/include/org/joml/Vector2i.h
[1917/2102] ✓ Converted: Matrix2f.java → converted/include/org/joml/Matrix2f.h
[1918/2102] ✓ Converted: Vector4i.java → converted/include/org/joml/Vector4i.h
[1919/2102] ✓ Converted: Matrix4x3dStack.java → converted/include/org/joml/Matrix4x3dStack.h
[1920/2102] ✓ Converted: Matrix4f.java → converted/include/org/joml/Matrix4f.h
[1921/2102] ✓ Converted: Matrix3dStack.java → converted/include/org/joml/Matrix3dStack.h
[1922/2102] ✓ Converted: Interpolationf.java → converted/include/org/joml/Interpolationf.h
[1923/2102] ✓ Converted: Matrix4dc.java → converted/include/org/joml/Matrix4dc.h
[1924/2102] ✓ Converted: Vector2ic.java → converted/include/org/joml/Vector2ic.h
[1925/2102] ✓ Converted: Matrix4d.java → converted/include/org/joml/Matrix4d.h
[1926/2102] ✓ Converted: FrustumIntersection.java → converted/include/org/joml/FrustumIntersection.h
[1927/2102] ✓ Converted: Vector2f.java → converted/include/org/joml/Vector2f.h
[1928/2102] ✓ Converted: Options.java → converted/include/org/joml/Options.h
[1929/2102] ✓ Converted: Vector3fc.java → converted/include/org/joml/Vector3fc.h
[1930/2102] ✓ Converted: Matrix4x3dc.java → converted/include/org/joml/Matrix4x3dc.h
[1931/2102] ✓ Converted: Vector2dc.java → converted/include/org/joml/Vector2dc.h
[1932/2102] ✓ Converted: PolygonsIntersection.java → converted/include/org/joml/PolygonsIntersection.h
[1933/2102] ✓ Converted: Matrix2d.java → converted/include/org/joml/Matrix2d.h
[1934/2102] ✓ Converted: Matrix2fc.java → converted/include/org/joml/Matrix2fc.h
[1935/2102] ✓ Converted: Quaternionfc.java → converted/include/org/joml/Quaternionfc.h
[1936/2102] ✓ Converted: ConfigurationException.java → converted/include/org/joml/ConfigurationException.h
[1937/2102] ✓ Converted: Matrix3x2dc.java → converted/include/org/joml/Matrix3x2dc.h
[1938/2102] ✓ Converted: SimplexNoise.java → converted/include/org/joml/SimplexNoise.h
[1939/2102] ✓ Converted: Vector3ic.java → converted/include/org/joml/Vector3ic.h
[1940/2102] ✓ Converted: Matrix3f.java → converted/include/org/joml/Matrix3f.h
[1941/2102] ✓ Converted: Matrix4fStack.java → converted/include/org/joml/Matrix4fStack.h
[1942/2102] ✓ Converted: Random.java → converted/include/org/joml/Random.h
[1943/2102] ✓ Converted: Matrix4x3fc.java → converted/include/org/joml/Matrix4x3fc.h
[1944/2102] ✓ Converted: Vector2d.java → converted/include/org/joml/Vector2d.h
[1945/2102] ✓ Converted: Matrix3x2fStack.java → converted/include/org/joml/Matrix3x2fStack.h
[1946/2102] ✓ Converted: Quaternionf.java → converted/include/org/joml/Quaternionf.h
[1947/2102] ✓ Converted: Matrix3x2fc.java → converted/include/org/joml/Matrix3x2fc.h
[1948/2102] ✓ Converted: AxisAngle4d.java → converted/include/org/joml/AxisAngle4d.h
[1949/2102] ✓ Converted: Matrix3x2dStack.java → converted/include/org/joml/Matrix3x2dStack.h
[1950/2102] ✓ Converted: Matrix3x2d.java → converted/include/org/joml/Matrix3x2d.h
[1951/2102] ✓ Converted: Interpolationd.java → converted/include/org/joml/Interpolationd.h
[1952/2102] ✓ Converted: Vector4fc.java → converted/include/org/joml/Vector4fc.h
[1953/2102] ✓ Converted: Runtime.java → converted/include/org/joml/Runtime.h
[1954/2102] ✓ Converted: RoundingMode.java → converted/include/org/joml/RoundingMode.h
[1955/2102] ✓ Converted: Matrix3dc.java → converted/include/org/joml/Matrix3dc.h
[1956/2102] ✓ Converted: Matrix3d.java → converted/include/org/joml/Matrix3d.h
[1957/2102] ✓ Converted: FrustumRayBuilder.java → converted/include/org/joml/FrustumRayBuilder.h
[1958/2102] ✓ Converted: QuaternionfInterpolator.java → converted/include/org/joml/QuaternionfInterpolator.h
[1959/2102] ✓ Converted: GeometryUtils.java → converted/include/org/joml/GeometryUtils.h
[1960/2102] ✓ Converted: Quaterniond.java → converted/include/org/joml/Quaterniond.h
[1961/2102] ✓ Converted: Matrix4x3f.java → converted/include/org/joml/Matrix4x3f.h
[1962/2102] ✓ Converted: Matrix2dc.java → converted/include/org/joml/Matrix2dc.h
[1963/2102] ✓ Converted: Vector3dc.java → converted/include/org/joml/Vector3dc.h
[1964/2102] ✓ Converted: QuaterniondInterpolator.java → converted/include/org/joml/QuaterniondInterpolator.h
[1965/2102] ✓ Converted: MemUtil.java → converted/include/org/joml/MemUtil.h
[1966/2102] ✓ Converted: Matrix3fc.java → converted/include/org/joml/Matrix3fc.h
[1967/2102] ✓ Converted: Vector4dc.java → converted/include/org/joml/Vector4dc.h
[1968/2102] ✓ Converted: Matrix4x3fStack.java → converted/include/org/joml/Matrix4x3fStack.h
[1969/2102] ✓ Converted: Vector3d.java → converted/include/org/joml/Vector3d.h
[1970/2102] ✓ Converted: Matrix3fStack.java → converted/include/org/joml/Matrix3fStack.h
[1971/2102] ✓ Converted: RayAabIntersection.java → converted/include/org/joml/RayAabIntersection.h
[1972/2102] ✓ Converted: Vector4ic.java → converted/include/org/joml/Vector4ic.h
[1973/2102] ✓ Converted: Display.java → converted/include/org/lwjglx/opengl/Display.h
[1974/2102] ✓ Converted: PixelFormat.java → converted/include/org/lwjglx/opengl/PixelFormat.h
[1975/2102] ✓ Converted: Sync.java → converted/include/org/lwjglx/opengl/Sync.h
[1976/2102] ✓ Converted: DisplayMode.java → converted/include/org/lwjglx/opengl/DisplayMode.h
[1977/2102] ✓ Converted: Util.java → converted/include/org/lwjglx/opengl/Util.h
[1978/2102] ✓ Converted: OpenGLException.java → converted/include/org/lwjglx/opengl/OpenGLException.h
[1979/2102] ✓ Converted: PixelFormatLWJGL.java → converted/include/org/lwjglx/opengl/PixelFormatLWJGL.h
[1980/2102] ✓ Converted: Controller.java → converted/include/org/lwjglx/input/Controller.h
[1981/2102] ✓ Converted: EventQueue.java → converted/include/org/lwjglx/input/EventQueue.h
[1982/2102] ✓ Converted: Mouse.java → converted/include/org/lwjglx/input/Mouse.h
[1983/2102] ✓ Converted: Keyboard.java → converted/include/org/lwjglx/input/Keyboard.h
[1984/2102] ✓ Converted: KeyEventQueue.java → converted/include/org/lwjglx/input/KeyEventQueue.h
[1985/2102] ✓ Converted: KeyCodes.java → converted/include/org/lwjglx/input/KeyCodes.h
[1986/2102] ✓ Converted: GamepadState.java → converted/include/org/lwjglx/input/GamepadState.h
[1987/2102] ✓ Converted: Cursor.java → converted/include/org/lwjglx/input/Cursor.h
[1988/2102] ✓ Converted: Controllers.java → converted/include/org/lwjglx/input/Controllers.h
[1989/2102] ✓ Converted: Cylinder.java → converted/include/org/lwjglx/util/glu/Cylinder.h
[1990/2102] ✓ Converted: PixelStoreState.java → converted/include/org/lwjglx/util/glu/PixelStoreState.h
[1991/2102] ✓ Converted: Registry.java → converted/include/org/lwjglx/util/glu/Registry.h
[1992/2102] ✓ Converted: Sphere.java → converted/include/org/lwjglx/util/glu/Sphere.h
[1993/2102] ✓ Converted: Quadric.java → converted/include/org/lwjglx/util/glu/Quadric.h
[1994/2102] ✓ Converted: GLUtessellatorCallback.java → converted/include/org/lwjglx/util/glu/GLUtessellatorCallback.h
[1995/2102] ✓ Converted: MipMap.java → converted/include/org/lwjglx/util/glu/MipMap.h
[1996/2102] ✓ Converted: GLUtessellatorCallbackAdapter.java → converted/include/org/lwjglx/util/glu/GLUtessellatorCallbackAdapter.h
[1997/2102] ✓ Converted: GLUtessellator.java → converted/include/org/lwjglx/util/glu/GLUtessellator.h
[1998/2102] ✓ Converted: Util.java → converted/include/org/lwjglx/util/glu/Util.h
[1999/2102] ✓ Converted: GLU.java → converted/include/org/lwjglx/util/glu/GLU.h
[2000/2102] ✓ Converted: Disk.java → converted/include/org/lwjglx/util/glu/Disk.h
[2001/2102] ✓ Converted: Project.java → converted/include/org/lwjglx/util/glu/Project.h
[2002/2102] ✓ Converted: PartialDisk.java → converted/include/org/lwjglx/util/glu/PartialDisk.h
[2003/2102] ✓ Converted: Vector4f.java → converted/include/org/lwjglx/util/vector/Vector4f.h
[2004/2102] ✓ Converted: Vector3f.java → converted/include/org/lwjglx/util/vector/Vector3f.h
[2005/2102] ✓ Converted: Vector.java → converted/include/org/lwjglx/util/vector/Vector.h
